id,name,x,y,faction1,faction2,faction3,faction4,indType,factories,polType
2552,Tirabad,339.017,-389.933,null,null,null,null,Other,0,Other
2553,Tiruchchirappalli,385.115,-257.922,null,null,null,null,Other,0,Other
2554,Tiruppur,-306.073,162.799,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
2555,Tishomingo,315.617,46.219,FS,Draconis March,Robinson Operational Area,Dahar PDZ,Other,0,Other
2556,Tiskilwa,213.768,-90.261,FS,Crucis March,Markesan Operational Area,Achemar Combat Region,Other,0,Other
2557,Toffen,41.613,221.742,DC,Rasalhague Military District,Rubigen Prefecture,null,Other,0,Other
2558,Togura,224.362,153.501,DC,Galedon Military District,Oshika Prefecture,null,Other,0,Other
2559,Togwotee,-196.450,-48.902,FWL,null,null,null,Other,0,Other
2560,Tohelet,-292.893,-263.992,FWL,Rim Commonality,null,null,Other,0,Other
2561,Tok Do,94.821,178.989,DC,Benjamin Military District,Benjamin Prefecture,null,Other,0,Other
2562,Toland,-115.773,431.382,LC,Tamar Pact,Trellshire,null,Other,0,Other
2563,Tomans,-50.931,222.258,LC,Tamar Pact,Tamar Domains,null,Other,0,Other
2564,Tongatapu,-171.248,-141.356,FWL,Marik Commonwealth,null,null,Other,0,Other
2565,Tordenskjold,-231.688,544.393,null,null,null,null,Other,0,Other
2566,Torgvei,-438.578,379.833,null,null,null,null,Other,0,Other
2567,Tormentine,-380.518,-158.529,FWL,null,null,null,Other,0,Other
2568,Torrence,289.510,-130.880,FS,Crucis March,Markesan Operational Area,New Avalon Combat Region,Other,0,Other
2569,Tortuga Prime,664.715,-233.487,TD,null,null,null,Other,0,Faction Capital
2570,Toten,567.997,92.895,null,null,null,null,Other,0,Other
2571,Totness,664.937,171.242,null,null,null,null,Other,0,Other
2572,Tottori,430.696,265.006,null,null,null,null,Other,0,Other
2573,Tovetin,36.998,426.239,null,null,null,null,Other,0,Other
2574,Towne,69.265,7.961,FS,Draconis March,Robinson Operational Area,Addicks PDZ,Other,0,Other
2575,Trasjkis,-434.348,-191.899,IP,null,null,null,Other,0,Other
2576,Traussin,358.271,-318.857,null,null,null,null,Other,0,Other
2577,Treeline,-111.711,405.264,LC,Tamar Pact,Trellshire,null,Other,0,Other
2578,Trell,-113.976,386.942,LC,Tamar Pact,Trellshire,null,Other,0,Minor Capital
2579,Trellisane,-251.263,-55.107,FWL,null,null,null,Other,0,Other
2580,Trent,-131.829,58.113,LC,Protectorate of Donegal,Bolan Province,null,Other,0,Other
2581,Trentham,-310.742,342.974,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
2582,Tresspass,525.909,266.217,null,null,null,null,Other,0,Other
2583,Triesting,-350.486,189.435,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
2584,Trimaldix,571.729,131.737,OA,Baliggora Province,null,null,Other,0,Other
2585,Trinidad,-226.980,-172.210,FWL,null,null,null,Other,0,Other
2586,Tripoli,199.553,52.938,DC,Benjamin Military District,Irurzun Prefecture,null,Other,0,Other
2587,Trolloc Prime,33.585,171.080,DC,Benjamin Military District,Buckminster Prefecture,null,Other,0,Other
2588,Trondheim,72.640,405.242,DC,Rasalhague Military District,Trondheim Prefecture,null,Other,0,Minor Capital
2589,Trondheimal,-424.256,-187.770,IP,null,null,null,Other,0,Other
2590,Truth,78.315,-159.326,CC,Sarna Commonality,Region 7,null,Other,0,Other
2591,Trznadel Cluster,-159.788,-458.649,MOC,null,null,null,Other,0,Other
2592,Tsamma,447.964,-44.769,FS,Crucis March,Minette Operational Area,Tsamma Combat Region,Other,0,Other
2593,Tsarahavana,-353.152,301.610,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
2594,Tsinan,-243.235,206.489,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
2595,Tsingtao,93.311,-155.163,CC,Sarna Commonality,Region 7,null,Other,0,Other
2596,Tsitsang,51.950,-108.578,CC,Sarna Commonality,Region 1,null,Other,0,Other
2597,Tsukude,20.153,119.374,DC,Dieron Military District,Vega Prefecture,null,Other,0,Other
2598,Tuamotu,-235.214,-185.686,FWL,null,null,null,Other,0,Other
2599,Tuat,113.043,290.880,null,null,null,null,Other,0,Other
2600,Tukayyid,-4.431,210.420,DC,Rasalhague Military District,Rubigen Prefecture,null,Other,0,Other
2601,Turin,21.186,-367.858,CC,Sian Commonality,Region 13,null,Other,0,Other
2602,Turinge,-160.572,96.887,LC,Protectorate of Donegal,Bolan Province,null,Other,0,Other
2603,Turkalia,303.886,25.228,null,null,null,null,Other,0,Other
2604,Turko,160.034,-190.205,null,null,null,null,Other,0,Other
2605,Turov,-317.217,-221.731,null,null,null,null,Other,0,Other
2606,Turtle Bay,152.752,400.905,DC,Pesht Military District,Albiero Prefecture,null,Other,0,Other
2607,Tuscarawas,258.234,308.429,DC,Pesht Military District,Kagoshima Prefecture,null,Other,0,Other
2608,Twycross,-108.349,365.246,LC,Tamar Pact,Trellshire,null,Minor Industrial,2,Other
2609,Tybalt,89.951,-20.467,CC,Tikonov Commonality,Region 6,null,Other,0,Other
2610,Tylarzka,-294.391,-16.812,null,null,null,null,Other,0,Other
2611,Tyrlon,115.752,-446.465,AuC,null,null,null,Other,0,Other
2612,Ubangi,-383.648,412.593,null,null,null,null,Other,0,Other
2613,Udibi,316.132,69.750,FS,Draconis March,Robinson Operational Area,Dahar PDZ,Other,0,Other
2614,Ueda,-14.044,207.934,DC,Rasalhague Military District,Rubigen Prefecture,null,Other,0,Other
2615,Ugland,557.628,107.976,null,null,null,null,Other,0,Other
2616,Uhuru,-139.065,-12.459,FWL,null,null,null,Other,0,Other
2617,Ukunela,-282.640,85.277,null,null,null,null,Other,0,Other
2618,Ulan Batar,126.566,-74.405,FS,Capellan March,Kathil Operational Area,Valexa PDZ,Other,0,Other
2619,Ulan Bator,35.922,-139.402,CC,Sarna Commonality,Region 4,null,Other,0,Other
2620,Ullieri,-31.407,-306.171,null,null,null,null,Other,0,Other
2621,Ulsan,194.568,275.084,null,null,null,null,Other,0,Other
2622,Ulubis,562.016,230.608,null,null,null,null,Other,0,Other
2623,Ulvskollen,582.383,-207.234,null,null,null,null,Other,0,Other
2624,Ulysses,413.325,-17.623,FS,Crucis March,Minette Operational Area,Tsamma Combat Region,Other,0,Other
2625,Umgard,124.332,-419.083,AuC,null,null,null,Other,0,Other
2626,Umijiri,123.809,106.452,DC,Benjamin Military District,Proserpina Prefecture,null,Other,0,Other
2627,Umka,-129.747,-361.421,FWL,null,null,null,Other,0,Other
2628,Undra,113.556,-116.101,null,null,null,null,Other,0,Other
2629,Unity,224.628,287.396,DC,Pesht Military District,Kagoshima Prefecture,null,Other,0,Other
2630,Unkador,369.847,-77.834,null,null,null,null,Other,0,Other
2631,Untran,43.559,-421.610,null,null,null,null,Other,0,Other
2632,Unukalhai,-46.273,69.750,LC,Federation of Skye,Isle of Skye,null,Other,0,Other
2633,Unzmarkt,-0.006,364.943,DC,Rasalhague Military District,Radstadt Prefecture,null,Other,0,Other
2634,Upano,-219.448,192.276,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
2635,Uravan,75.828,-263.872,FS,Capellan March,Taygeta Operational Area,Sirdar PDZ,Other,0,Other
2636,Urich,429.351,18.825,FS,Draconis March,Woodbine Operational Area,Mayetta PDZ,Other,0,Other
2637,Urjala,-417.777,69.492,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
2638,Utrecht,23.514,236.473,DC,Rasalhague Military District,Rubigen Prefecture,null,Other,0,Other
2639,Uzhgorod,-213.996,56.825,LC,Protectorate of Donegal,Bolan Province,null,Other,0,Other
2640,Vaajakoski,118.997,158.047,null,null,null,null,Other,0,Other
2641,Vackisujfalu,466.311,-286.490,FS,Crucis March,Chirikof Operational Area,Kearny Combat Region,Other,0,Other
2642,Vaj,-128.468,160.226,LC,Protectorate of Donegal,District of Donegal,null,Other,0,Other
2643,Vakarel,-141.443,-351.905,FWL,null,null,null,Other,0,Other
2644,Valabhi,-414.699,239.659,null,null,null,null,Other,0,Other
2645,Valasha,588.776,93.273,OA,Baliggora Province,null,null,Other,0,Other
2646,Valdives,98.850,-371.583,null,null,null,null,Other,0,Other
2647,Valentina,397.814,141.609,DC,Galedon Military District,Kaznejoy Prefecture,null,Other,0,Other
2648,Valexa,113.805,-86.807,FS,Capellan March,Kathil Operational Area,Valexa PDZ,Other,0,Other
2649,Valil'yevskiy,-329.572,-178.153,FWL,null,null,null,Other,0,Other
2650,Valladolid,-556.328,200.497,null,null,null,null,Other,0,Other
2651,Valloire,-384.098,39.902,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
2652,Valmiera,188.947,132.044,DC,Benjamin Military District,Benjamin Prefecture,null,Other,0,Other
2653,Valois,589.489,-166.238,null,null,null,null,Other,0,Other
2654,Van Diemen,-32.831,-41.666,FWL,null,null,null,Other,0,Other
2655,Vandalia,477.690,-66.217,FS,Crucis March,Minette Operational Area,Anjin Muerto Combat Region,Other,0,Other
2656,Vanern,159.223,141.093,DC,Benjamin Military District,Benjamin Prefecture,null,Other,0,Other
2657,Vangburg,613.999,267.841,null,null,null,null,Other,0,Other
2658,Vannes,-167.474,548.318,CI,null,null,null,Other,0,Other
2659,Vanra,-48.342,-163.191,FWL,Duchy of Orloff,null,null,Other,0,Other
2660,Vantaa,-72.637,351.506,LC,Tamar Pact,Trellshire,null,Other,0,Other
2661,Vard,74.174,-354.976,CC,Sian Commonality,Region 14,null,Other,0,Other
2662,Vargtass,-236.652,467.498,null,null,null,null,Other,0,Other
2663,Várri,-266.421,480.201,null,null,null,null,Other,0,Other
2664,Vaucluse,496.820,-162.100,FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region,Other,0,Other
2665,Vecchio,247.700,-137.000,null,null,null,null,Other,0,Other
2666,Veckholm,-116.071,124.024,LC,Protectorate of Donegal,District of Donegal,null,Other,0,Other
2667,Vega,-3.630,106.615,DC,Dieron Military District,Vega Prefecture,null,Other,0,Minor Capital
2668,Velhas,69.256,-278.659,FS,Capellan March,Taygeta Operational Area,Sirdar PDZ,Other,0,Other
2669,Venaria,-396.071,83.964,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
2670,Vendrell,-315.896,125.842,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
2671,Ventabren,3.354,-123.346,FWL,Ohren Province,null,null,Other,0,Other
2672,Verde,349.990,12.619,FS,Draconis March,Woodbine Operational Area,Mayetta PDZ,Other,0,Other
2673,Verdigreis,372.737,-330.694,FS,Crucis March,Chirikof Operational Area,Islamabad Combat Region,Other,0,Other
2674,Verdinge,517.115,-6.375,null,null,null,null,Other,0,Other
2675,Vereeniging,417.330,-163.871,null,null,null,null,Other,0,Other
2676,Verlo,100.547,-303.042,FS,Capellan March,Taygeta Operational Area,Sirdar PDZ,Other,0,Other
2677,Vermezzo,-361.675,162.296,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
2678,Versailles,206.934,-81.726,null,null,null,null,Other,0,Other
2679,Vestallas,66.689,-214.831,CC,St. Ives Commonality,Region 1,null,Other,0,Other
2680,Viborg,-465.254,80.087,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
2681,Vibrunum,531.454,-20.722,FS,Draconis March,Woodbine Operational Area,Milligan PDZ,Other,0,Other
2682,Vicente,448.997,-69.844,FS,Crucis March,Minette Operational Area,Tsamma Combat Region,Other,0,Other
2683,Vicksland,-263.030,-116.427,null,null,null,null,Other,0,Other
2684,Victoria,92.884,-347.978,CC,Sian Commonality,Region 11,null,Other,0,Other
2685,Victralla,280.268,-342.097,null,null,null,null,Other,0,Other
2686,Vihtijarvi,-354.452,146.518,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
2687,Vikindu,-128.955,-259.530,FWL,null,null,null,Other,0,Other
2688,Villanueva,-87.642,-348.532,FWL,Duchy of Andurien,null,null,Other,0,Other
2689,Viluisk,-437.338,345.102,null,null,null,null,Other,0,Other
2690,Vindemiatrix,-100.411,26.388,LC,Federation of Skye,Isle of Skye,null,Other,0,Other
2691,Vinstra,516.133,186.162,null,null,null,null,Other,0,Other
2692,Vintru,116.313,-159.506,null,null,null,null,Other,0,Other
2693,Vipaava,61.258,370.634,DC,Rasalhague Military District,Radstadt Prefecture,null,Other,0,Other
2694,Virentofta,199.038,400.102,DC,Pesht Military District,Bjarred Prefecture,null,Other,0,Other
2695,Viribium,-53.623,-389.078,null,null,null,null,Other,0,Other
2696,Viroflay,-569.837,177.964,null,null,null,null,Other,0,Other
2697,Virtue,-368.922,176.253,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
2698,Vixen,-292.617,-390.095,null,null,null,null,Other,0,Other
2699,Voehn,598.877,195.744,null,null,null,null,Other,0,Other
2700,Volders,-24.041,291.788,DC,Rasalhague Military District,Radstadt Prefecture,null,Other,0,Other
2701,Vonja,648.966,115.771,null,null,null,null,Other,0,Other
2702,Vorarlberg,24.296,303.682,DC,Rasalhague Military District,Radstadt Prefecture,null,Other,0,Other
2703,Vortalcoy,-485.097,81.772,null,null,null,null,Other,0,Other
2704,Vorzel,-235.009,180.125,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
2705,Vosloorus,-198.534,-255.666,FWL,Regulan Free States,null,null,Other,0,Other
2706,Vulcan,-66.708,320.486,LC,Tamar Pact,Tamar Domains,null,Other,0,Other
2707,Vulture's Nest,-241.637,416.975,null,null,null,null,Other,0,Other
2708,Waddesdon,99.128,91.397,DC,Benjamin Military District,Proserpina Prefecture,null,Other,0,Other
2709,Waimalu,408.143,-178.452,FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region,Other,0,Other
2710,Waini Point,732.502,165.029,null,null,null,null,Other,0,Other
2711,Waipahu,426.507,-187.968,FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region,Other,0,Other
2712,Waitur,621.953,109.627,null,null,null,null,Other,0,Other
2713,Waldheim,345.848,129.747,DC,Galedon Military District,Kaznejoy Prefecture,null,Other,0,Other
2714,Waldorff,-131.829,358.739,LC,Tamar Pact,Tamar Pact,null,Other,0,Other
2715,Wallacia,-38.274,-267.852,FWL,null,null,null,Other,0,Other
2716,Wallis,-198.832,-193.619,FWL,Principality of Regulus,null,null,Minor Industrial,1,Other
2717,Wantorill,84.412,-303.150,null,null,null,null,Other,0,Other
2718,Wapakoneta,238.316,69.227,FS,Draconis March,Robinson Operational Area,Raman PDZ,Other,0,Other
2719,Wappingers,175.250,-231.186,FS,Capellan March,Kathil Operational Area,Kathil PDZ,Other,0,Other
2720,Ward,72.103,-408.200,CC,Sian Commonality,Region 15,null,Other,0,Other
2721,Warlock,120.192,-257.747,CC,St. Ives Commonality,Region 4,null,Other,0,Other
2722,Warren,298.034,-328.317,FS,Capellan March,Taygeta Operational Area,Warren PDZ,Other,0,Other
2723,Warrumbungle,-194.159,195.280,null,null,null,null,Other,0,Other
2724,Wasat,-19.908,-54.593,FWL,null,null,null,Other,0,Other
2725,Washburn,-155.320,-103.721,FWL,Marik Commonwealth,null,null,Other,0,Other
2726,Watermael,-118.449,-336.048,FWL,null,null,null,Other,0,Other
2727,Waunakee,317.420,14.949,FS,Draconis March,Woodbine Operational Area,Bremond PDZ,Other,0,Other
2728,Waxell,279.421,-179.941,FS,Crucis March,Chirikof Operational Area,Remagen Combat Region,Other,0,Other
2729,Waycross,141.124,-22.791,null,null,null,null,Other,0,Other
2730,Waypoint,-489.177,183.055,I,null,null,null,Other,0,Other
2731,Wazan,5.940,-140.692,CC,Sarna Commonality,Region 6,null,Other,0,Other
2732,Weatogue,98.735,-276.675,FS,Capellan March,Taygeta Operational Area,Sirdar PDZ,Other,0,Other
2733,Wedderborg,472.222,-85.391,null,null,null,null,Other,0,Other
2734,Wedgefield,371.449,-162.597,FS,Crucis March,Minette Operational Area,Point Barrow Combat Region,Other,0,Other
2735,Weekapaug,107.785,-225.435,FS,Capellan March,Kathil Operational Area,Alcyone PDZ,Other,0,Other
2736,Wei,63.844,-119.184,CC,Sarna Commonality,Region 5,null,Other,0,Other
2737,Weingarten,-19.402,300.325,DC,Rasalhague Military District,Radstadt Prefecture,null,Other,0,Other
2738,Weippe,317.420,-307.107,FS,Capellan March,Taygeta Operational Area,Warren PDZ,Other,0,Other
2739,Weisau,377.137,134.115,DC,Galedon Military District,Kaznejoy Prefecture,null,Other,0,Other
2740,Weistheimer,-244.905,-519.158,null,null,null,null,Other,0,Other
2741,Weitinger,125.018,-343.960,null,null,null,null,Other,0,Other
2742,Weiz,177.429,-249.212,null,null,null,null,Other,0,Other
2743,Weldon,429.601,-92.846,FS,Crucis March,Minette Operational Area,Point Barrow Combat Region,Other,0,Other
2744,Weldry,73.944,-417.248,AuC,null,null,null,Other,0,Other
2745,Werfer,237.267,-344.033,null,null,null,null,Other,0,Other
2746,Wernke,248.407,-230.887,FS,Capellan March,Taygeta Operational Area,New Syrtis PDZ,Major Industrial,3,Other
2747,Westerhand,-5.436,-276.084,CC,Sian Commonality,Region 2,null,Other,0,Other
2748,Westerstede,-207.554,170.044,LC,Protectorate of Donegal,District of Donegal,null,Other,0,Other
2749,Westfield,235.565,107.666,null,null,null,null,Other,0,Other
2750,Westover,-304.487,-210.471,FWL,null,null,null,Minor Industrial,1,Other
2751,Westphalia,125.246,-103.713,null,null,null,null,Other,0,Other
2752,Wetumpka,527.319,-164.480,FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region,Other,0,Other
2753,Wheel,-30.512,264.911,DC,Rasalhague Military District,Rubigen Prefecture,null,Other,0,Other
2754,Whittington,-106.267,106.457,LC,Federation of Skye,Virginia Shire,null,Other,0,Other
2755,Wildwood,-217.633,-440.009,null,null,null,null,Other,0,Other
2756,Wilkes,-212.210,-273.508,FWL,null,null,null,Other,0,Other
2757,Willowick,328.284,-74.494,FS,Crucis March,Markesan Operational Area,Kestrel Combat Region,Other,0,Other
2758,Willunga,-333.734,345.303,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
2759,Wiltshire,-439.196,143.157,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
2760,Windhoek,-349.225,442.365,null,null,null,null,Other,0,Other
2761,Windsor,-277.142,274.992,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
2762,Winfield,537.395,23.472,FS,Draconis March,Woodbine Operational Area,Milligan PDZ,Other,0,Other
2763,Wing,-75.224,-10.900,FWL,null,null,null,Other,0,Other
2764,Wingzar,-465.853,130.314,null,null,null,null,Other,0,Other
2765,Winter,-299.333,350.462,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
2766,Wisconsin,-158.698,-296.795,FWL,null,null,null,Other,0,Other
2767,Wittington,424.202,105.465,null,null,null,null,Other,0,Other
2768,Wokha,751.776,167.106,null,null,null,null,Other,0,Other
2769,Wolcott,147.080,337.282,DC,Pesht Military District,Kagoshima Prefecture,null,Other,0,Other
2770,Wolof,-298.848,-156.645,FWL,null,null,null,Other,0,Other
2771,Wonju,266.750,414.000,null,null,null,null,Other,0,Other
2772,Woodbine,503.680,23.770,FS,Draconis March,Woodbine Operational Area,Milligan PDZ,Other,0,Minor Capital
2773,Woodstock,44.199,-36.749,CC,Tikonov Commonality,Region 5,null,Other,0,Other
2774,Woogi,226.858,-412.083,null,null,null,null,Other,0,Other
2775,Worrell,292.870,230.267,DC,Galedon Military District,New Samarkand Prefecture,null,Other,0,Other
2776,Wotan,-142.138,408.366,LC,Tamar Pact,Trellshire,null,Other,0,Other
2777,Wrentham,170.600,-325.542,FS,Capellan March,Taygeta Operational Area,Altair PDZ,Other,0,Other
2778,Wright,26.351,-290.847,CC,Sian Commonality,Region 6,null,Other,0,Other
2779,Wrociaw,-211.220,240.605,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
2780,Wroxeter,166.470,-58.981,FS,Crucis March,Markesan Operational Area,Achemar Combat Region,Other,0,Other
2781,Wyatt,-67.260,-8.337,LC,Federation of Skye,Isle of Skye,null,Other,0,Other
2782,Wynn's Roost,610.609,269.932,I,null,null,null,Other,0,Other
2783,Wypoute,-335.572,369.170,null,null,null,null,Other,0,Other
2784,Xanthe,-67.223,-330.691,FWL,Duchy of Andurien,null,null,Other,0,Other
2785,Xenia,457.530,-88.973,FS,Crucis March,Minette Operational Area,Point Barrow Combat Region,Other,0,Other
2786,Xhosa,173.962,14.424,FS,Draconis March,Robinson Operational Area,Raman PDZ,Other,0,Other
2787,Xi Ursae Majoris,-24.309,-4.696,FWL,Border Protectorate,null,null,Other,0,Other
2788,Xieng Khouang,85.293,-311.764,CC,Sian Commonality,Region 10,null,Other,0,Other
2789,Xinyang,113.214,224.941,DC,Benjamin Military District,Xinyang Prefecture,null,Other,0,Minor Capital
2790,Yamarovka,111.669,274.473,DC,Pesht Military District,Kagoshima Prefecture,null,Other,0,Other
2791,Yamoussoukra,504.060,-67.985,null,null,null,null,Other,0,Other
2792,Yanchep,-133.424,-287.281,FWL,null,null,null,Other,0,Other
2793,Yangtze,75.470,-43.928,CC,Tikonov Commonality,Region 6,null,Other,0,Other
2794,Yàn-huì,55.622,-273.649,null,null,null,null,Other,0,Other
2795,Yardley,166.470,209.849,DC,Benjamin Military District,Benjamin Prefecture,null,Other,0,Other
2796,Yed Posterior,-44.212,119.119,LC,Federation of Skye,Virginia Shire,null,Other,0,Other
2797,Yed Prior,-62.042,124.024,LC,Federation of Skye,Virginia Shire,null,Other,0,Other
2798,Yeguas,-160.660,281.747,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
2799,Yidtall,-479.601,-25.870,null,null,null,null,Other,0,Other
2800,Ylemelke,-234.230,451.710,null,null,null,null,Other,0,Other
2801,Yongd,113.192,-309.007,null,null,null,null,Other,0,Other
2802,Yorii,-8.015,21.153,DC,Dieron Military District,Kessel Prefecture,null,Other,0,Other
2803,York,-279.411,114.729,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
2804,Ype-Jhu,674.285,138.333,null,null,null,null,Other,0,Other
2805,Yufu,231.779,119.701,null,null,null,null,Other,0,Other
2806,Yumesta,169.820,225.134,DC,Benjamin Military District,Xinyang Prefecture,null,Other,0,Other
2807,Yunnah,27.148,-127.003,CC,Sarna Commonality,Region 3,null,Other,0,Other
2808,Yuris,134.663,-350.514,CC,Sian Commonality,Region 12,null,Other,0,Other
2809,Zacatecoluca,385.877,-217.768,null,null,null,null,Other,0,Other
2810,Zalaf,388.248,212.179,DC,Galedon Military District,New Samarkand Prefecture,null,Other,0,Other
2811,Zalt,661.832,248.285,null,null,null,null,Other,0,Other
2812,Zalzangor,266.481,-327.090,null,null,null,null,Other,0,Other
2813,Zambezi,388.168,-188.606,null,null,null,null,Other,0,Other
2814,Zanbasa,-316.661,458.801,null,null,null,null,Other,0,Other
2815,Zanderij,-178.124,265.428,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
2816,Zangul,119.804,-402.483,AuC,null,null,null,Other,0,Other
2817,Zaniah,-102.597,7.740,LC,Federation of Skye,Isle of Skye,null,Other,0,Other
2818,Zanzibar,119.667,-364.786,CC,Sian Commonality,Region 12,null,Other,0,Other
2819,Zaprudy,-320.058,92.758,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
2820,Zara,-140.855,-219.597,null,null,null,null,Other,0,Other
2821,Zathras,-84.041,-390.390,null,null,null,null,Other,0,Other
2822,Zaurak,72.719,-123.292,CC,Sarna Commonality,Region 5,null,Other,0,Other
2823,Zavijava,-31.803,-0.304,LC,Federation of Skye,Isle of Skye,null,Other,0,Other
2824,Zawiercie,266.262,167.208,null,null,null,null,Other,0,Other
2825,Zdice,-311.952,-24.363,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
2826,Zebebelgenubi,-52.221,47.517,LC,Federation of Skye,Isle of Skye,null,Other,0,Other
2827,Zebeneschamali,-77.811,90.165,LC,Federation of Skye,Virginia Shire,null,Other,0,Other
2828,Zebrenaski,-287.409,-99.771,null,null,null,null,Other,0,Other
2829,Zebuluraskai,616.788,266.337,null,null,null,null,Other,0,Other
2830,Zefri,-490.406,238.303,null,null,null,null,Other,0,Other
2831,Zelmag,-265.979,-401.802,null,null,null,null,Other,0,Other
2832,Zelski,324.101,-427.161,null,null,null,null,Other,0,Other
2833,Zempoatlepetl,-212.183,-139.054,null,null,null,null,Other,0,Other
2834,Zertarum,-135.536,460.178,null,null,null,null,Other,0,Other
2835,Zetang,692.735,216.708,null,null,null,null,Other,0,Other
2836,Zhaomaon,1.344,-428.929,null,null,null,null,Other,0,Other
2837,Zhongshan,-206.564,323.325,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
2838,Ziliang,68.494,-264.187,FS,Capellan March,Taygeta Operational Area,Sirdar PDZ,Other,0,Other
2839,Zinal,-515.490,110.026,null,null,null,null,Other,0,Other
2840,Zindao,105.508,-241.562,null,null,null,null,Other,0,Other
2841,Zion,15.246,-83.285,FWL,Zion Province,null,null,Other,0,Other
2842,Zlatousi,427.280,219.671,DC,Galedon Military District,Tabayama Prefecture,null,Other,0,Other
2843,Zoetermeer,-78.079,330.566,LC,Tamar Pact,Tamar Domains,null,Other,0,Other
2844,Zolfo,527.319,-71.907,FS,Crucis March,Minette Operational Area,Anjin Muerto Combat Region,Other,0,Other
2845,Zollikofen,-28.959,19.339,LC,Federation of Skye,Isle of Skye,null,Other,0,Other
2846,Zortman,-212.708,-77.338,FWL,null,null,null,Other,0,Other
2847,Zosma,-50.158,-10.386,FWL,Border Protectorate,null,null,Other,0,Other
2848,Zuhbehr,-351.883,-38.226,null,null,null,null,Other,0,Other
2849,Zumbo,711.438,162.875,null,null,null,null,Other,0,Other
2850,Zurich,20.153,-63.126,CC,Tikonov Commonality,Region 9,null,Other,0,Other
2851,Zvolen,-243.532,49.063,LC,Protectorate of Donegal,Bolan Province,null,Other,0,Other
2852,Zwenkau,-233.718,9.774,LC,Protectorate of Donegal,Bolan Province,null,Other,0,Other
2853,Zwipadze,-338.394,262.582,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
2854,EC821-387D,-204.816,1732.830,null,null,null,null,Other,0,Other
2855,Fasa,-144.186,1625.630,null,null,null,null,Other,0,Other
2856,Addhara,-443.661,-293.417,MH,null,null,null,Other,0,Other
2857,Algenib,-438.602,-379.179,MH,null,null,null,Other,0,Other
2858,Alphard,-406.230,-298.444,MH,null,null,null,Other,0,Faction Capital
2859,Astrokaszy,-290.632,-315.408,I,null,null,null,Other,0,Other
2860,Baccalieu,-404.744,-334.758,MH,null,null,null,Other,0,Other
2861,Ballalaba,-401.666,-352.790,MH,null,null,null,Other,0,Other
2862,Dersidatz,-467.612,-115.768,LL,null,null,null,Other,0,Other
2863,Hardisey's Haven,-414.627,-91.682,CF,null,null,null,Other,0,Other
2864,Horatius,-439.703,-343.556,null,null,null,null,Other,0,Other
2865,Islington,-383.416,-368.844,MH,null,null,null,Other,0,Other
2866,Leximon,-463.228,-207.652,LL,null,null,null,Other,0,Other
2867,Lindassa,-475.101,-216.009,LL,null,null,null,Other,0,Other
2868,Logan Prime,-484.775,-228.763,LL,null,null,null,Other,0,Other
2869,Lordinax,-469.824,-172.906,LL,null,null,null,Other,0,Other
2870,Lummatii,-487.193,-205.012,LL,null,null,null,Other,0,Other
2871,Marius's Tears,-468.505,-357.737,null,null,null,null,Other,0,Other
2872,Maximillian,-443.069,-126.782,CF,null,null,null,Other,0,Other
2873,New St. Andrews,-513.029,-107.970,I,null,null,null,Other,0,Other
2874,New Venice,-470.704,-296.494,null,null,null,null,Other,0,Other
2875,Paulinus,-481.258,-254.712,LL,null,null,null,Other,0,Other
2876,Pompey,-430.469,-320.684,MH,null,null,null,Other,0,Other
2877,Stafford,-422.993,-306.609,MH,null,null,null,Other,0,Other
2878,Suetonius,-405.185,-317.385,MH,null,null,null,Other,0,Other
